,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
8,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Ben Watson,NOR,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,,5,3,0,0,/players/W/WatsBe00.htm,TE
11,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Carson Palmer,ARI,19,32,3,307,14,0,3,0,0,0,0,0,55,12,0,122.8,0,0,0,0,/players/P/PalmCa00.htm,QB
12,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Andre Ellington,ARI,0,0,12,0,69,7,0,1,0,0,0,0,0,18,7,,3,1,1,1,/players/E/ElliAn00.htm,RB
13,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Chris Johnson,ARI,0,0,10,0,37,0,0,0,0,0,0,0,0,12,0,,1,0,0,0,/players/J/JohnCh04.htm,
14,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,87,0,0,0,0,0,0,0,0,29,,8,6,0,0,/players/F/FitzLa00.htm,WR
15,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Darren Fells,ARI,0,0,0,0,0,82,0,0,1,0,0,0,0,0,48,,5,4,0,0,/players/F/FellDa01.htm,TE
16,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,David Johnson,ARI,0,0,0,0,0,55,0,0,1,0,0,0,0,0,55,,2,1,0,0,/players/J/JohnDa08.htm,
17,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,John Brown,ARI,0,0,0,0,0,46,0,0,1,0,0,0,0,0,14,,7,4,0,0,/players/B/BrowJo02.htm,WR
18,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Michael Floyd,ARI,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,,1,1,0,0,/players/F/FloyMi00.htm,
19,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Jaron Brown,ARI,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,,1,1,0,0,/players/B/BrowJa03.htm,
20,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,Jermaine Gresham,ARI,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,1,1,0,0,/players/G/GresJe00.htm,TE
21,1,Sun,September 13,4:05PM ET,boxscore,W,,1-0,,New Orleans Saints,19.0,31.0,25.0,18.0,427.0,408.0,307.0,354.0,120.0,54.0,1.0,1.0,12.48,0.79,-3.48,/boxscores/201509130crd.htm,0,JJ Nelson,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,/players/N/NelsJJ00.htm,
0,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Carson Palmer,ARI,17,24,2,185,-2,0,4,0,0,1,0,0,28,-1,0,115.5,0,0,0,0,/players/P/PalmCa00.htm,QB
1,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Chris Johnson,ARI,0,0,20,0,72,0,0,0,0,0,0,0,0,8,0,,1,0,0,0,/players/J/JohnCh04.htm,RB
2,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,David Johnson,ARI,0,0,5,0,42,3,0,1,0,0,0,0,0,14,3,,2,1,0,0,/players/J/JohnDa08.htm,
3,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Kerwynn Williams,ARI,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,/players/W/WillKe05.htm,
4,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,112,0,0,3,0,0,0,0,0,28,,9,8,0,0,/players/F/FitzLa00.htm,WR
5,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,John Brown,ARI,0,0,0,0,0,45,0,0,0,0,0,0,0,0,13,,5,5,0,0,/players/B/BrowJo02.htm,WR
6,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jaron Brown,ARI,0,0,0,0,0,20,0,0,1,0,0,0,0,0,14,,3,2,0,0,/players/B/BrowJa03.htm,
7,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jermaine Gresham,ARI,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,1,1,0,0,/players/G/GresJe00.htm,TE
8,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Michael Floyd,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,/players/F/FloyMi00.htm,
9,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,JJ Nelson,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,/players/N/NelsJJ00.htm,
12,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jimmy Clausen,CHI,14,23,2,121,-5,0,0,0,0,1,2,15,22,0,0,56.6,0,0,1,0,/players/C/ClauJi00.htm,
13,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jay Cutler,CHI,8,9,3,120,24,0,1,0,0,1,0,0,48,10,0,116.2,0,0,1,0,/players/C/CutlJa00.htm,QB
14,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Matt Forte,CHI,0,0,15,0,61,44,0,0,0,0,0,0,0,27,27,,5,4,0,0,/players/F/FortMa00.htm,RB
15,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jeremy Langford,CHI,0,0,6,0,21,0,0,1,0,0,0,0,0,6,0,,0,0,0,0,/players/L/LangJe00.htm,
16,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Jacquizz Rodgers,CHI,0,0,2,0,8,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,/players/R/RodgJa00.htm,
17,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Martellus Bennett,CHI,0,0,0,0,0,48,0,0,0,0,0,0,0,0,21,,6,4,0,0,/players/B/BennMa00.htm,TE
18,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Josh Bellamy,CHI,0,0,0,0,0,48,0,0,1,0,0,0,0,0,48,,2,1,0,0,/players/B/BellJo02.htm,
19,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Eddie Royal,CHI,0,0,0,0,0,41,0,0,0,0,0,0,0,0,15,,8,7,0,0,/players/R/RoyaEd00.htm,WR
20,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Cameron Meredith,CHI,0,0,0,0,0,36,0,0,0,0,0,0,0,0,22,,4,3,0,0,/players/M/MereCa00.htm,
21,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Zach Miller,CHI,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,,2,2,0,0,/players/M/MillZa02.htm,TE
22,2,Sun,September 20,1:00PM ET,boxscore,W,,2-0,@,Chicago Bears,23.0,48.0,21.0,18.0,300.0,335.0,185.0,226.0,115.0,109.0,2.0,2.0,17.96,9.19,-3.11,/boxscores/201509200chi.htm,0,Marquess Wilson,CHI,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,,5,1,0,0,/players/W/WilsMa02.htm,WR
0,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Colin Kaepernick,SFO,9,19,7,67,46,0,0,1,0,4,2,14,14,12,0,16.7,0,0,0,0,/players/K/KaepCo00.htm,QB
1,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Carlos Hyde,SFO,0,0,15,0,51,10,0,0,0,0,0,0,0,14,10,,1,1,0,0,/players/H/HydeCa00.htm,RB
2,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Mike Davis,SFO,0,0,7,0,6,5,0,0,0,0,0,0,0,4,5,,3,1,0,0,/players/D/DaviMi01.htm,
3,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Garrett Celek,SFO,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,,3,3,0,0,/players/C/CeleGa00.htm,
4,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Anquan Boldin,SFO,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,,4,2,0,0,/players/B/BoldAn00.htm,WR
5,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Quinton Patton,SFO,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,,3,1,0,0,/players/P/PattQu00.htm,
6,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Blake Bell,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,/players/B/BellBl00.htm,
7,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Vernon Davis,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,/players/D/DaviVe00.htm,TE
8,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Torrey Smith,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,/players/S/SmitTo02.htm,WR
11,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Carson Palmer,ARI,20,32,1,311,1,0,2,0,0,1,1,4,40,1,0,102.5,0,0,1,0,/players/P/PalmCa00.htm,QB
12,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Chris Johnson,ARI,0,0,22,0,110,40,0,2,0,0,0,0,0,30,40,,2,1,0,0,/players/J/JohnCh04.htm,RB
13,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,David Johnson,ARI,0,0,7,0,25,16,0,0,0,0,0,0,0,8,9,,3,3,0,0,/players/J/JohnDa08.htm,
14,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Stepfan Taylor,ARI,0,0,4,0,6,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,/players/T/TaylSt00.htm,
15,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,134,0,0,2,0,0,0,0,0,23,,11,9,0,0,/players/F/FitzLa00.htm,WR
16,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,John Brown,ARI,0,0,0,0,0,62,0,0,0,0,0,0,0,0,27,,5,3,0,0,/players/B/BrowJo02.htm,WR
17,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Jermaine Gresham,ARI,0,0,0,0,0,34,0,0,0,0,0,0,0,0,22,,3,2,0,0,/players/G/GresJe00.htm,TE
18,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Darren Fells,ARI,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,,2,1,0,0,/players/F/FellDa01.htm,TE
19,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Michael Floyd,ARI,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,,5,1,0,0,/players/F/FloyMi00.htm,
20,3,Sun,September 27,4:05PM ET,boxscore,W,,3-0,,San Francisco 49ers,7.0,47.0,28.0,10.0,446.0,156.0,307.0,53.0,139.0,103.0,1.0,4.0,21.61,26.19,-10.29,/boxscores/201509270crd.htm,0,Drew Stanton,ARI,0,0,3,0,-3,0,0,0,0,0,0,0,0,-1,0,,0,0,0,0,/players/S/StanDr00.htm,
0,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Nick Foles,STL,16,24,1,171,-1,0,3,0,0,0,1,7,47,-1,0,126.9,0,0,0,0,/players/F/FoleNi00.htm,QB
1,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Todd Gurley,STL,0,0,19,0,146,15,0,0,0,0,0,0,0,52,8,,2,2,1,0,/players/G/GurlTo01.htm,RB
2,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Tavon Austin,STL,0,0,2,0,20,96,0,0,2,0,0,0,0,12,47,,7,6,0,0,/players/A/AustTa00.htm,WR
3,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Stedman Bailey,STL,0,0,0,0,0,30,0,0,1,0,0,0,0,0,18,,3,2,0,0,/players/B/BailSt01.htm,WR
4,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Jared Cook,STL,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,,6,3,0,0,/players/C/CookJa02.htm,TE
5,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Benny Cunningham,STL,0,0,2,0,0,4,0,0,0,0,0,0,0,3,7,,2,2,0,0,/players/C/CunnBe01.htm,
6,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Cory Harkey,STL,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,1,1,0,0,/players/H/HarkCo00.htm,
7,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Kenny Britt,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,/players/B/BritKe00.htm,WR
8,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Lance Kendricks,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,/players/K/KendLa00.htm,
9,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Tre Mason,STL,0,0,2,0,-1,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,/players/M/MasoTr00.htm,
12,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Carson Palmer,ARI,29,46,1,352,-1,0,1,0,0,1,4,18,23,-1,0,84.7,0,0,1,0,/players/P/PalmCa00.htm,QB
13,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Chris Johnson,ARI,0,0,16,0,83,11,0,0,0,0,0,0,0,21,6,,3,3,0,0,/players/J/JohnCh04.htm,RB
14,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,David Johnson,ARI,0,0,3,0,18,63,0,0,1,0,0,0,0,12,23,,10,4,1,1,/players/J/JohnDa08.htm,
15,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,John Brown,ARI,0,0,1,0,13,75,0,0,0,0,0,0,0,13,14,,10,7,0,0,/players/B/BrowJo02.htm,
16,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,99,0,0,0,0,0,0,0,0,22,,9,7,1,1,/players/F/FitzLa00.htm,WR
17,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Michael Floyd,ARI,0,0,0,0,0,59,0,0,0,0,0,0,0,0,22,,7,5,0,0,/players/F/FloyMi00.htm,
18,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Jaron Brown,ARI,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,,2,1,0,0,/players/B/BrowJa03.htm,
19,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Darren Fells,ARI,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,,1,1,0,0,/players/F/FellDa01.htm,TE
20,4,Sun,October 4,4:25PM ET,boxscore,L,,3-1,,St. Louis Rams,24.0,22.0,26.0,13.0,447.0,328.0,334.0,164.0,113.0,164.0,3.0,,5.76,-7.53,-6.03,/boxscores/201510040crd.htm,0,Jermaine Gresham,ARI,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,,3,1,0,0,/players/G/GresJe00.htm,TE
0,5,Sun,October 11,4:05PM ET,boxscore,W,,4-1,@,Detroit Lions,17.0,42.0,15.0,29.0,345.0,435.0,158.0,379.0,187.0,56.0,,6.0,13.26,9.65,-1.18,/boxscores/201510110det.htm,0,Carson Palmer,ARI,11,14,1,161,-1,0,3,0,0,0,2,13,49,-1,0,154.2,0,0,0,0,/players/P/PalmCa00.htm,QB
1,5,Sun,October 11,4:05PM ET,boxscore,W,,4-1,@,Detroit Lions,17.0,42.0,15.0,29.0,345.0,435.0,158.0,379.0,187.0,56.0,,6.0,13.26,9.65,-1.18,/boxscores/201510110det.htm,0,Drew Stanton,ARI,1,4,3,10,-3,0,0,0,0,0,0,0,10,-1,0,39.6,0,0,0,0,/players/S/StanDr00.htm,
